catalogNumber,verbatimDet
Ann011532,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011533,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011534,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011535,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011536,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011537,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011538,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011539,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011540,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011541,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011542,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011543,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011544,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011545,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011546,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011547,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011548,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011549,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011550,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011551,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011552,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011553,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011554,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011555,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann011556,"Annelida, Glossiphoniidae, Placobdella multistriata"
Ann012371,leeches
Ann014667,Leach
Ann014718,"Oligochaeta, Earthworm"
Ann014719,"Oligochaeta, Microchaetidae, Microchaetus saxatilis"
Ann014720,"Oligochaeta, Microchaetus saxatilis"
Ann014721,"Oligochaeta, Microchaetidae, Microchaetus saxatilis"
Ann014722,"Oligochaeta, Microchaetidae, Microchaetus saxatilis"
Ann014723,Parachilota cognettianus tsitsikamae
Ann014724,Parachilota cognettianus tsitsikamae
Ann014725,Parachilota cognettianus tsitsikamae
Ann014726,"Oligochaeta, Microchaetus timmianus"
Ann014727,"Oligochaeta, Microchaetidae, Microchaetus timmianus"
Ann014728,"Oligochaeta, Microchaetidae, Microchaetus timmianus"
Ann015401,"Hirudinida, Glossiphoniidae, Alboglossiphonia polypompholyx"
Ann015701,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015702,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015703,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015704,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015705,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015706,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015707,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015708,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015709,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015710,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015711,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015712,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015713,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015714,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015715,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015716,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015717,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015718,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015719,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015720,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015721,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015722,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015723,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015724,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015725,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015726,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015727,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015728,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann015729,"Annelida, Batracobdelloides, tricarinatus|Determined by: Blanchard"
Ann017604,"Annelida, Glossiphoniidae, Theromyzon cooperi|Determined by: J.H. Ooosthuizen"
Ann017605,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017606,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017607,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017608,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017609,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017610,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017611,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017612,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017613,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann017614,"Annelida, Glossiphoniidae, Theromyzon cooperi"
Ann019892,"Annelida, Lumbricidae, Allolobophora rosea"
Ann019893,"Haplotaxida, Megascolecidae, Amynthas corticus"
Ann019894,Annelida
Ann019895,Annelida
Ann019896,"Annelida, Dendrobaena rubida"
Ann019897,"Annelida, Lumbricidae, Allolobophora rosea"
Ann019898,"Annelida, Dichogaster saliens"
Ann019899,"Annelida, Lumbricidae, Allolobophora rosea"
Ann019900,Annelida
Ann019901,Annelida
Ann019902,"Annelida, Dendrobaena octaedra"
Ann019903,Annelida
Ann019904,"Annelida, Lumbricidae, Allolobophora rosea"
Ann019905,Annelida
Ann019906,Annelida
Ann019907,Annelida
Ann019908,Annelida
Ara000518,"Araneae, Araneidae, Araneus"
Ara001467,"Araneae, Idiopidae, Stasimopus"
Ara001468,"Araneae, Idiopidae, Stasimopus"
Ara002728,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewiit, 1919"
Ara002729,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewiit, 1919"
Ara002730,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewiit, 1919"
Ara002731,"Araneae, Nemesiidae, Spiroctenus curvipes|Determined by: Hewiit, 1919"
Ara002732,"Araneae, Nemesiidae, Spirotecnus curvipes|Determined by: Hewiit, 1919"
Ara002733,"Araneae, Nemesiidae, Spirotecnus curvipes|Determined by: Hewiit, 1919"
Ara002734,"Araneae, Nemesiidae, Spirotecnus curvipes|Determined by: Hewiit, 1919"
Ara002735,"Araneae, Nemesiidae, Spirotecnus curvipes|Determined by: Hewiit, 1919"
Ara002736,"Araneae, Nemesiidae, Spirotecnus curvipes|Determined by: Hewiit, 1919"
Ara002737,"Araneae, Nemesiidae, Spirotecnus curvipes|Determined by: Hewiit, 1919"
Ara002738,"Araneae, Cyraucheniidae, Homastola pardalinia|Determined by: Hewitt, 1913"
Ara002739,"Araneae, Cyraucheniidae, Homastola pardalinia|Determined by: Hewitt, 1913"
Ara002740,"Araneae, Nemesiidae, Spiroctenus spinipalpis|Determined by: Hewitt"
Ara002741,"Araneae, Nemesiidae, Spiroctenus spinipalpis|Determined by: Hewitt"
Ara002742,"Araneae, Ctenizidae, Stasimopus suffuseuis|Determined by: Hewitt, 1916"
Ara002743,"Araneae, Ctenizidae, Stasimopus suffuseuis|Determined by: Hewitt, 1916"
Ara002744,"Araneae, Ctenizidae, Stasimopus suffuseuis|Determined by: Hewitt, 1916"
Ara002745,"Araneae, Ctenizidae, Stasimopus dubuis|Determined by: Hewitt"
Ara002746,"Araneae, Ctenizidae, Stasimopus robertsi|Determined by: Hewitt, 1910"
Ara002747,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriade var.rufesceins|Determined by: A. Dippenaar-Schoeman"
Ara002748,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriade var.rufesceins|Determined by: A. Dippenaar-Schoeman"
Ara002749,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevipalpis|Determined by: Hewitt"
Ara002750,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevipalpis|Determined by: Hewitt"
Ara002751,"Araneae, Cyrtaucheniidae, Ancylotrypa nuda|Determined by: A. Dippenaat-Schoeman"
Ara002752,"Araneae, Cyrtaucheniidae, Pelmatoryeter barbertoni|Determined by: Hewitt"
Ara002754,"Araneae, Cyrtaucheniidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara002755,"Araneae, Cyrtaucheniidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara002756,"Araneae, Cyrtaucheniidae, Pelmatoryeter breyeri|Determined by: Hewitt"
Ara002757,"Araneae, Cyrtaucheniidae, Ancylotrypa pretoriae|Determined by: A. Dippenaar-Schoeman"
Ara002758,"Araneae, Cyrtaucheniidae, Pelmatoryeter pretoriae|Determined by: Hewitt"
Ara002759,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002760,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002761,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002762,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002763,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002764,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002765,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002766,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002767,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002768,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002769,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002770,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002771,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002772,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002773,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002774,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002775,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002776,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002777,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002778,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002779,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002780,"Araneae, Cyrtaucheniidae, Pelmatoryeter brevicornis|Determined by: Hewitt"
Ara002781,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002782,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002783,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002784,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002785,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002786,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002787,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002788,"Araneae, Theraphosidae, Ceratogyrus|Determined by: Hewitt"
Ara002789,"Araneae, Migidae, Moggridgea microps|Determined by: Hewitt, 1915"
Ara002790,"Araneae, Migidae, Moggridgea microps|Determined by: Hewitt, 1915"
Ara002791,"Araneae, Migidae, Moggridgea crudeni|Determined by: Hewitt, 1913"
Ara002792,"Araneae, Migidae, Moggridgea crudeni|Determined by: Hewitt, 1913"
Ara002793,"Araneae, Migidae, Moggridgea pallida|Determined by: Hewitt, 1914"
Ara002794,"Araneae, Migidae, Moggridgea pallida|Determined by: Hewitt, 1914"
Ara002795,"Araneae, Migidae, Moggridgea albaniculata|Determined by: Hewitt, 1925"
Ara002796,"Araneae, Migidae, Moggridgea albaniculata|Determined by: Hewitt, 1925"
Ara002797,"Araneae, Migidae, Moggridgea paucipenia|Determined by: Hewitt, 1916"
Ara002798,"Araneae, Migidae, Moggridgea paucipenia|Determined by: Hewitt, 1916"
Ara002799,"Araneae, Migidae, Moggridgea breyeri|Determined by: Hewitt, 1915"
Ara002800,"Araneae, Migidae, Moggridgea breyeri|Determined by: Hewitt, 1915"
Ara002801,"Araneae, Migidae, Moggridgea breyeri|Determined by: Hewitt, 1915"
Ara002802,"Araneae, Migidae, Moggridgea breyeri|Determined by: Hewitt, 1915"
Ara002803,"Araneae, Migidae, Moggridgea intermedia|Determined by: Hewiit, 1913"
Ara002804,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002805,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002806,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002807,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002808,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002809,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002810,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002811,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002812,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002813,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002814,"Araneae, Idiopidae, Acanthodon vandami|Determined by: Hewitt"
Ara002815,"Araneae, Idiopidae, Acanthodon sylocstris|Determined by: Hewitt"
Ara002816,"Araneae, Idiopidae, Acanthodon mossambicus|Determined by: Hewitt"
Ara002817,"Araneae, Idiopidae, Acanthodon mossambicus|Determined by: Hewitt"
Ara002818,"Araneae, Idiopidae, Acanthodon montieoloides|Determined by: Hewitt"
Ara002819,"Araneae, Idiopidae, Acanthodon montieoloides|Determined by: Hewitt"
Ara002820,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002821,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002822,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002823,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002824,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002825,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002826,"Araneae, Idiopidae, Acanthodon transvaalicus var.paucispinlosus|Determined by: Hewitt"
Ara002827,"Araneae, Idiopidae, Acanthodon nigropilosum|Determined by: Hewitt"
Ara002828,"Araneae, Idiopidae, Acanthodon nigropilosum|Determined by: Hewitt"
Ara002829,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002830,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002831,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002832,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002833,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002834,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002835,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002836,"Araneae, Idiopidae, Acanthodon schreineri var.minor|Determined by: Hewitt"
Ara002837,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002838,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002839,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002840,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002841,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002842,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002843,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002844,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002845,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002846,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002847,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002848,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002849,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002850,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002851,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002852,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002853,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002854,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002855,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002856,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002857,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002858,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002859,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002860,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002861,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002862,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002863,"Araneae, Idiopidae, Acanthodon monticola|Determined by: Hewitt"
Ara002864,"Araneae, Theraphosidae, Idiothele pluridentatun|Determined by: Hewitt, 1919"
Ara002865,"Araneae, Idiopidae, Idiops gunningi|Determined by: Hewitt, 1913"
Ara002866,"Araneae, Idiopidae, Idiops gunningi elongatus|Determined by: Hewitt, 1913"
Ara002867,"Araneae, Idiopidae, Idiops gunningi elongatus|Determined by: Hewitt, 1913"
Ara002868,"Araneae, Idiopidae, Idiops gunningi elongatus|Determined by: Hewitt, 1913"
Ara002869,"Araneae, Idiopidae, Idiops gunningi elongatus|Determined by: Hewitt, 1913"
Ara002870,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002871,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002872,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002873,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002874,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002875,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002876,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002877,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002878,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002879,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002880,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002881,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002882,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: A. Roberts"
Ara002883,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002884,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002885,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002886,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002887,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002888,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002889,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002890,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002891,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002892,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002893,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002894,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002895,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002896,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002897,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002898,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002899,"Araneae, Idiopidae, Galeosoma pilosum|Determined by: Hewitt"
Ara002900,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002901,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002902,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002903,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002904,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002905,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002906,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002907,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002908,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002909,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002910,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002911,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002912,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002913,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002914,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002915,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002916,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002917,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002918,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002919,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
Ara002920,"Araneae, Idiopidae, Galeosoma robertsi|Determined by: Hewitt, 1916"
