taxonid,fullname,currentAuthor,suggestedAuthor,source
3118,Edouardia spadicea,"(L. Pfeiffer, 1846)","(L. Pfeiffer, 1846)",Catalogue of Life
3120,Electroma physoides,"J.B.P.A. Lamarck, 1819","(Lamarck, 1819)",Catalogue of Life
3121,Elgonocyclus koptaweliensis,"(J. Germain, 1934)","(Germain, 1934)",Catalogue of Life
3125,Elliptio crassidens,"J.B.P.A. Lamarck, 1819","(Lamarck, 1819)",Catalogue of Life
3127,Emarginula candida,"A. Adams, 1852","A. Adams, 1852",Catalogue of Life
3128,Emarginula conica,"H.C.F. Schumacher, 1817","Schumacher, 1817",Catalogue of Life
3129,Emarginula koon,"R.N. Kilburn, 1978","Kilburn, 1978",Catalogue of Life
3130,Emarginula natalensis,"K.H. Barnard, 1963","Barnard, 1963",Catalogue of Life
3131,Emarginula striatula,"J.R.C. Quoy & J.P. Gaimard, 1834","Quoy & Gaimard, 1834",Catalogue of Life
3135,Clivipollia incarnata,"(Deshayes, 1834)","(Deshayes, 1833)",Catalogue of Life
3136,Engina mendicaria,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3137,Engina natalensis,"J.C. Melvill, 1895","Melvill, 1895",Catalogue of Life
3138,Engina turbinella,"(L.C. Kiener, 1836)","(Kiener, 1836)",Catalogue of Life
3139,Engina zonalis,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
3140,Ensiculus cultellus,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
3141,Ensis directus,"Conrad, 1844","(Conrad, 1844)",Catalogue of Life
3142,Ensis ensis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3143,Ensis siliqua,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3144,Eobania vermiculata,"O.F. Müller, 1774","(O. F. Müller, 1774)",Catalogue of Life
3146,Epitonium aculeatum,"(G.B. II Sowerby, 1844)","(G. B. Sowerby II, 1844)",Catalogue of Life
3147,Epitonium albidum,"(D'Orbigny, 1842)","(d'Orbigny, 1842)",Catalogue of Life
3148,Epitonium ampactum,"T. Iredale, 1936","(Iredale, 1936)",Catalogue of Life
3149,Epitonium angulatum,"Say, 1831","(Say, 1831)",Catalogue of Life
3150,Epitonium bucknilli,"A.W.B. Powell, 1924","Powell, 1924",Catalogue of Life
3152,Epitonium championi,"W.J. Clench & H. Turner, 1952","Clench & R. D. Turner, 1952",Catalogue of Life
3154,Epitonium communis,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
3156,Epitonium delicatulum,"(C.B. Adams, 1869)","(Crosse & P. Fischer, 1864)",Catalogue of Life
3157,Epitonium dorbignyi,"P. Nyst, 1871",,
3159,Epitonium eboreum,"T.C. Lan, 1976","(E. A. Smith, 1906)",Catalogue of Life
3161,Epitonium greenlandicum,"G. Perry, 1811","(Perry, 1811)",Catalogue of Life
3162,Epitonium humphreysii,"Kiener, 1838","(Kiener, 1838)",Catalogue of Life
3163,Epitonium jukesianum,"(E. Forbes, 1852)","(Forbes, 1852)",Catalogue of Life
3164,Epitonium kraussi,"(P. Nyst, 1871)","(Nyst, 1871)",Catalogue of Life
3165,Epitonium krebsii,"O.A.L. Mörch, 1875","(Mörch, 1875)",Catalogue of Life
3166,Epitonium millecostatum,"(W.H. Pease, 1861)","(Pease, 1861)",Catalogue of Life
3167,Epitonium minor,"A.W. Grabau & S.G. King, 1929","Grabau & S. G. King, 1929",Catalogue of Life
3168,Epitonium multistriatum,"Say, 1826","(Say, 1826)",Catalogue of Life
3169,Epitonium oppositum,"(M.E.A. de Boury, 1921)","(de Boury, 1921)",Catalogue of Life
3171,Epitonium pyramis,"S.W. Tinker, 1952","Tinker, 1952",WoRMS
3172,Epitonium robillardi,"(G.B. III Sowerby, 1894)","(G. B. Sowerby III, 1894)",Catalogue of Life
3173,Epitonium rupicola,"G.B. III Sowerby, 1916","(Kurtz, 1860)",Catalogue of Life
3174,Epitonium scalare,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3175,Epitonium simplex,"(G.B. III Sowerby, 1894)","(G. B. Sowerby III, 1894)",Catalogue of Life
3176,Epitonium stigmaticum,"(H.A. Pilsbry, 1911)","(Pilsbry, 1911)",Catalogue of Life
3177,Epitonium tenellum,"(F.W. Hutton, 1885)","(F. W. Hutton, 1885)",Catalogue of Life
3178,Epitonium tinctum,"(P.P. Carpenter, 1864)","(Carpenter, 1864)",Catalogue of Life
3179,Epitonium tollini,"Bartsch, 1938","Bartsch, 1938",Catalogue of Life
3181,Epitonium zelebori,"R.W. Dunker, 1866","(Dunker, 1866)",WoRMS
3182,Erato sulcifera,"Sowerby, 1832","J. E. Gray in G. B. Sowerby I, 1832",Catalogue of Life
3184,Ergalatax heptagonalis,"(L.A. Reeve, 1846)","(Reeve, 1846)",Catalogue of Life
3185,Ericusa fulgetrum,"(G.B. I Sowerby, 1825)","(G. B. Sowerby I, 1825)",Catalogue of Life
3186,Ericusa papillosa,"(W.J. Swainson, 1822)","(Swainson, 1822)",Catalogue of Life
3187,Ericusa sowerbyi,"(L.C. Kiener, 1839)","(Kiener, 1839)",Catalogue of Life
3188,Naria citrina,"(J.E. Gray, 1825)","(Gray, 1825)",Catalogue of Life
3189,Erosaria erosa,"J.C. Melvill, 1888","(Linnaeus, 1758)",Catalogue of Life
3190,Erosaria helvola,"J.C. Melvill, 1888","(Linnaeus, 1758)",Catalogue of Life
3191,Erosaria lamarckii,"(J.E. Gray, 1825)","(J.E. Gray, 1825)",Catalogue of Life
3192,Erosaria marginalis,"(L.W. Dillwyn, 1827)","(Dillwyn, 1827)",Catalogue of Life
3193,Erronea errones,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3194,Ethalia guamensis,"(J.R.C. Quoy & J.P. Gaimard, 1834)","(Quoy & Gaimard, 1834)",Catalogue of Life
3195,Etheria elliptica,"J.B.P.A. Lamarck, 1807","Lamarck, 1807",Catalogue of Life
3196,Ethminolia sculpta,"(G.B. Sowerby, 1897)","(G. B. Sowerby III, 1897)",Catalogue of Life
3198,Euchelus lischkei,"H.A. Pilsbry, 1904","Pilsbry, 1904",Catalogue of Life
3199,Euciroa eburnea,"(J. Wood-Mason & A. Alcock, 1891)","(Wood-Mason & Alcock, 1891)",Catalogue of Life
3200,Eucithara novaehollandiae,"(L.A. Reeve, 1846)","(Reeve, 1846)",Catalogue of Life
3201,Eucrassatella sowerbyi,"É. Lamy, 1917","(Lamy, 1917)",Catalogue of Life
3202,Eudolium crosseanum,"(T.A. de M. Monterosato, 1869)","(Monterosato, 1869)",Catalogue of Life
3205,Euglandina rosea,"A.E.J. Férussac, 1821","(Férussac, 1821)",Catalogue of Life
3207,Euhadra awaensis,"H.A. Pilsbry, 1902","(Pilsbry, 1902)",Catalogue of Life
3209,Euhadra sandai,"(W. Kobelt, 1878)","(Kobelt, 1879)",Catalogue of Life
3214,Eulima dissimilis,"R.B. Watson, 1886","R. B. Watson, 1886",WoRMS
3215,Eulima inconspicua,"R.B. Watson, 1897","W. H. Turton, 1932",Catalogue of Life
3218,Eulima quantilla,"W.H. Turton, 1932","W. H. Turton, 1932",Catalogue of Life
3220,Eumarcia fumigata,"Sowerby, 1853","(G. B. Sowerby II, 1853)",Catalogue of Life
3222,Eumarcia paupercula,"(H.S. Holton, 1802)","(Holten, 1802)",Catalogue of Life
3223,Eunaticina papilla,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
3227,Euonyma laeocochlis,"J.C. Melvill & J.H. Ponsonby, 1896","(Melvill & Ponsonby, 1896)",Catalogue of Life
3228,Euonyma lanceolata,"(L. Pfeiffer, 1854)","(L. Pfeiffer, 1855)",Catalogue of Life
3230,Euonyma platyacme,"Melvill & Ponsonby, 1907","Melvill & Ponsonby, 1907",Catalogue of Life
3232,Euonyma terebraeformis,"Connolly, 1923","Connolly, 1923",Catalogue of Life
3233,Euonyma tugelensis,"(J.C. Melvill & J.H. Ponsonby, 1897)","(Melvill & Ponsonby, 1897)",Catalogue of Life
3235,Eupleura caudata,"(T. Say, 1822)","(Say, 1822)",Catalogue of Life
3236,Eupleura muriciformis,"(W.J. Broderip, 1833)","(Broderip, 1833)",Catalogue of Life
3237,Eupleura nitida,"Broderip, 1833","(Broderip, 1833)",Catalogue of Life
3238,Eupleura plicata,"Reeve, 1844","(Reeve, 1844)",Catalogue of Life
3240,Eupleura triquetra,"Reeve, 1844","(Reeve, 1844)",Catalogue of Life
3242,Euthria cornea,"P.M. Pallary, 1912","(Linnaeus, 1758)",Catalogue of Life
3243,Euthria filmerae,"G.B. III Sowerby, 1900","G. B. Sowerby III, 1900",Catalogue of Life
3250,Fasciolaria granosa,"Broderip, 1832","Broderip, 1832",Catalogue of Life
3252,Fasciolaria hunteria,"(G. Perry, 1811)","(G. Perry, 1811)",Catalogue of Life
3253,Fasciolaria lignaria,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3255,Fasciolaria princeps,"G.B. I Sowerby, 1825","G. B. Sowerby I, 1825",Catalogue of Life
3257,Kilburnia scholvieni,"H. Strebel, 1912","(Strebel, 1912)",Catalogue of Life
3259,Fasciolaria tulipa,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3260,Fasciolaria wattersae,"R.N. Kilburn, 1974","Kilburn, 1974",Catalogue of Life
3262,Fauxulus capensis,"H.C. Küster, 1841","(Küster, 1841)",Catalogue of Life
3263,Anisoloma glanvilleanus,"(Ancey, 1888)",,
3265,Tomigerella layardi,"(W.H. Benson, 1856)","(Benson, 1856)",Catalogue of Life
3266,Anisoloma mcbeanianus,"J.C. Melvill & J.H. Ponsonby, 1901",,
3267,Anisoloma pereximius,"(M & P, 1897)",,
3268,Anisoloma ponsonbyanus,"Morelet, 1839",,
3270,Favartia cellulosa,"Conrad, 1846","(Conrad, 1846)",Catalogue of Life
3271,Favartia natalensis,"(E.A. Smith, 1906)","(E. A. Smith, 1906)",Catalogue of Life
3272,Felaniella subradiata,"(G.B. III Sowerby, 1892)","(G. B. Sowerby III, 1892)",Catalogue of Life
3273,Festilyria africana,"(L.A. Reeve,, 1856)","(Reeve, 1856)",Catalogue of Life
3274,Festilyria ponsonbyi,"(E.A. Smith, 1901)","(E. A. Smith, 1901)",Catalogue of Life
3275,Ficadusta barclayi,"(L.A. Reeve, 1857)","(Reeve, 1857)",Catalogue of Life
3276,Ficus communis,"P.F. Röding, 1798","Röding, 1798",
3278,Ficus ficus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3279,Ficus gracilis,"(G.B. I Sowerby, 1825)","(G. B. Sowerby I, 1825)",Catalogue of Life
3281,Fimbria fimbriata,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
3282,Fimbria soverbii,"(L.A. Reeve, 1842)","(Reeve, 1841)",Catalogue of Life
3283,Finella natalensis,"(E.A. Smith, 1899)","E. A. Smith, 1899",Catalogue of Life
3284,Fissidentalium exasperatum,"(G.B. III Sowerby, 1903)","(G. B. Sowerby III, 1903)",Catalogue of Life
3286,Fissurella barbadensis,"H.A. Pilsbry, 1890","(Gmelin, 1791)",Catalogue of Life
3287,Fissurella lata,"GB Sowerby I, 1835","G. B. Sowerby I, 1835",Catalogue of Life
3288,Fissurella macrotrema,"G.B. I Sowerby, 1835","G. B. Sowerby I, 1835",Catalogue of Life
3289,Fissurella mutabilis,"G.B. I Sowerby, 1835","G. B. Sowerby I, 1835",Catalogue of Life
3290,Fissurella natalensis,"C.F.F. von Krauss, 1848","F. Krauss, 1848",Catalogue of Life
3291,Fissurella rosea,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
3292,Fissurella volcano,"Reeve, 1849","Reeve, 1849",Catalogue of Life
3295,Fluxina solarium,"K.H. Barnard, 1963","Barnard, 1963",Catalogue of Life
3296,Forreria belcheri,"(R.B. Hinds, 1843)","(Hinds, 1844)",Catalogue of Life
3299,Fragum unedo,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
3302,Fulgoraria rupestris,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
3306,Fusconaia flava,"C.S. Rafinesque, 1820","(Rafinesque, 1820)",Catalogue of Life
3309,Fusinus africanae,"(K.H. Barnard, 1959)","(Barnard, 1959)",Catalogue of Life
3310,Fusinus africanus,"G.B. III Sowerby, 1897","(G. B. Sowerby III, 1897)",Catalogue of Life
3311,Fusinus ambustus,"(A.A. Gould, 1853)","(Gould, 1853)",Catalogue of Life
3312,Fusinus australis,"(J.R.C. Quoy & J.P. Gaimard, 1833)","(Quoy & Gaimard, 1833)",Catalogue of Life
3313,Fusinus boettgeri,"(H. von Maltzan, 1884)","(Maltzan, 1884)",Catalogue of Life
3314,Fusinus bonaespei,"(K.H. Barnard, 1959)","(Barnard, 1959)",Catalogue of Life
3315,Fusinus colpoicus,"(W.H. Dall, 1909)","Dall, 1915",Catalogue of Life
3316,Fusinus colus,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
3317,Fusinus couei,"(S.A.A. Petit De La Saussaye, 1853)","(Petit de la Saussaye, 1853)",Catalogue of Life
3318,Fusinus cratis,"R.N. Kilburn, 1973","Kilburn, 1973",Catalogue of Life
3319,Fusinus dupetitthouarsi,"(L.C. Kiener, 1840)","(Kiener, 1840)",Catalogue of Life
3320,Fusinus eucosmius,"W.H. Dall, 1889","(Dall, 1889)",ITIS
3322,Fusinus fredbakeri,"H.N. Lowe, 1935","H. N. Lowe, 1935",Catalogue of Life
3326,Fusinus novaehollandiae,"(L.A. Reeve, 1848)","(Reeve, 1848)",Catalogue of Life
3327,Fusinus ocelliferus,"J.B.P.A. Lamarck, 1816","(Lamarck, 1816)",Catalogue of Life
3328,Fusinus perplexus,"(A. Adams, 1864)","(A. Adams, 1864)",Catalogue of Life
