taxonid,fullname,Author
4524,Nucella lamellosa,"(J.F. Gmelin, 1791)"
4525,Nucella lapillus,"(Linnaeus, 1758)"
4526,Nucella squamosa,"(J.B.P.A. Lamarck, 1816)"
4527,Nucella wahlbergi,"(C.F.F. von Krauss, 1848)"
4528,Nucleolaria nucleus,"(C. Linnaeus, 1758)"
4530,Nucula nucleus,"Linnaeus, 1758"
4531,Nucula proxima,"Say, 1820"
4532,Nucula pulchra,"C.F.F. von Krauss, 1848"
4533,Nuculana gemmulata,"G.B. III Sowerby, 1904"
4534,Numella adamsi,"(Angas, 1868)"
4535,Obliquaria reflexa,"C.S. Rafinesque, 1820"
4537,Obovaria olivaria,"C.S. Rafinesque, 1820"
4542,Ocenebra erinaceus,"(C. Linnaeus, 1758)"
4543,Ocenebra fasciata,"G.B. II Sowerby, 1841"
4548,Ocenebra puncturata,"G.B. III Sowerby, 1886"
4549,Ocenebra purpuroides,"L.A. Reeve, 1845"
4556,Odostomia kreffti,"G.F. Angas, 1867"
4557,Odostomia lavertinae,"E.A. Smith, 1901"
4559,Odostomia lutea,"A. Garrett, 1873"
4563,Odostomia robusta,"C. Hedley, 1899"
4566,Okenia amoenula,"(L.S.R. Bergh, 1907)"
4567,Oliva annulata,"J.F. Gmelin, 1791"
4568,Oliva atalina,"P.L. Duclos, 1835"
4569,Oliva australis,"P.L. Duclos, 1835"
4570,Oliva bulbosa,"(Roding, 1798) †"
4571,Oliva caerulea,"(P.F. Röding, 1798)"
4572,Oliva caldania,"P.L. Duclos, 1835"
4573,Oliva calosoma,"P.L. Duclos, 1840"
4574,Oliva carneola,"F.P. Marrat, 1871"
4575,Oliva caroliniana,"P.L. Duclos, 1835"
4577,Oliva concavospira,"G.B. III Sowerby, 1914"
4578,Oliva elegans,"J.B.P.A. Lamarck, 1811"
4579,Oliva episcopalis,"J.B.P.A. Lamarck, 1810"
4580,Oliva flammulata,"J.B.P.A. Lamarck, 1811"
4581,Oliva fulgurator,"(P.F. Röding, 1798)"
4583,Oliva incrassata,"(J. Lightfoot, 1786)"
4584,Oliva irisans,"J.B.P.A. Lamarck, 1811"
4585,Oliva jaspidea,"P.L. Duclos, 1835"
4587,Oliva leucostoma,"P.L. Duclos, 1840"
4589,Oliva maura,"J.B.P.A. Lamarck, 1811"
4590,Oliva miniacea,"(P.F. Röding, 1798)"
4591,Oliva mustelina,"Lamarck, 1810"
4592,Oliva oliva,"(C. Linnaeus, 1758)"
4593,Oliva paxillus,"L.A. Reeve, 1850"
4594,Oliva peruviana,"J.B.P.A. Lamarck, 1811"
4595,Oliva pica,"J.B.P.A. Lamarck, 1811"
4597,Oliva porphyria,"(C. Linnaeus, 1758)"
4598,Oliva reticularis,"F.P. Marrat, 1870"
4601,Oliva sairousa,"R.N. Kilburn, 1980"
4602,Oliva sanguinolenta,"J.B.P.A. Lamarck, 1810"
4604,Oliva scitula,"F.P. Marrat, 1870"
4605,Oliva sericea,"(P.F. Röding, 1798)"
4606,Oliva sidelia,"F.P. Marrat, 1871"
4607,Oliva spicata,"(Roding, 1798) †"
4608,Oliva tesselata,"J.B.P.A. Lamarck, 1811"
4609,Oliva tigrina,"J.B.P.A. Lamarck, 1811"
4610,Oliva todosina,"P.L. Duclos, 1835"
4611,Oliva tremulina,"(J.B.P.A. Lamarck, 1811)"
4612,Oliva tricolor,"P.L. Duclos, 1835"
4614,Olivancillaria auricularia,"(J.B.P.A. Lamarck, 1811)"
4615,Olivancillaria gibbosa,"I. von Born, 1778"
4616,Olivancillaria nana,"J.B.P.A. Lamarck, 1811"
4617,Olivella baetica,"P.P. Carpenter, 1864"
4618,Olivella biplicata,"(G.B. I Sowerby, 1825)"
4619,Olivella columellaris,"(G.B. I Sowerby, 1825)"
4620,Olivella dama,"P.L. Duclos, 1835"
4622,Olivella floralia,"P.L. Duclos, 1844"
4623,Olivella mutica,"(Say, 1822)"
4624,Olivella nivea,"(J.F. Gmelin, 1791)"
4625,Olivella pedroana,"Conrad, 1856"
4626,Olivella tehuelchana,"A.V.M.D. D'Orbigny, 1841 †"
4627,Olivella volutella,"(J.B.P.A. Lamarck, 1811)"
4629,Onchidella capensis,"H.M. Watson, 1925"
4630,Onithochiton literatus,"(C.F.F. von Krauss, 1848)"
4631,Oocorys watsoni,"É.A.A. Locard, 1897"
4633,Opalia australis,"(J.B.P.A. Lamarck, 1822)"
4634,Opalia crenata,"(C. Linnaeus, 1758)"
4635,Opalia crenimarginata,"W.H. Dall, 1917"
4636,Opalia funiculata,"R.B. Watson, 1883"
4638,Opeas crystallinum,"(Melvill & Ponsonby, 1896)"
4639,Opeas florentiae,"(M & P, 1901)"
4640,Opeas lineare,(C.F.F. von Krauss)
4644,Opeatostoma pseudodon,"Burrow, 1815"
4646,Ophicardelus ornatus,"(A.E.J. Férussac, 1821)"
4647,Orthalicus floridensis,"H.A. Pilsbry, 1891"
4648,Oscilla ficara,"(P. Bartsch, 1915)"
4649,Ostodes adjunctus,A. Mousson
4650,Ostodes strigatus,"(A.A. Gould, 1847)"
4651,Opeas algoensis,"G.B. II Sowerby, 1871"
4652,Opeas atherstonei,"R.B. Newton, 1913"
4653,Opeas folium,"C. Linnaeus, 1758"
4654,Opeas frons,"C. Linnaeus, 1758"
4655,Opeas puelchana,"D'Orbigny, 1842"
4656,Ovatipsa chinensis,"(J.F. Gmelin, 1791)"
4657,Ovula costellata,"J.B.P.A. Lamarck, 1810"
4658,Ovula ovum,"Linnaeus, 1758"
4660,Oxyloma patentissima,"(K.T. Menke in L. Pfeiffer, 1853)"
4661,Oxynoe viridis,"(W.H. Pease, 1861)"
4662,Oxystele sinensis,"(J.F. Gmelin, 1791)"
4663,Oxystele tabularis,"(C.F.F. von Krauss, 1848)"
4664,Oxystele tigrina,"(H.E. Anton, 1838)"
4665,Oxystele variegata,"(H.E. Anton, 1838)"
4666,Palmadusta clandestina,"T. Iredale, 1939"
4668,Pandora dissimilis,"G.B. III Sowerby, 1894"
4669,Pandora filosa,"(P.P. Carpenter, 1864)"
4670,Pandora gouldiana,"Say, 1822"
4671,Pandora inaequivalvis,"(C. Linnaeus, 1758)"
4672,Pandora similis,"G.B. III Sowerby, 1897"
4673,Panopea zelandica,"(J.R.C. Quoy & J.P. Gaimard, 1835)"
4674,Paphia amabilis,"Philippi, 1847"
4675,Paphia euglypta,"(R.A. Philippi, 1847)"
4676,Paphia schnelliana,"F.J. Springsteen & C.B. Leobrera, 1986"
4677,Papuina hermione,"(G.F. Angas, 1869)"
4681,Papustyla xanthochila,"L. Pfeiffer, 1861"
4683,Papyridea soleniformis,"(J.G. Bruguière, 1789)"
4686,Paralaoma regia,"A.W.B. Powell, 1948"
4687,Paramontana rufozonata,"(G.F. Angas, 1877)"
4688,Parapholas acuminata,"(G.B. I Sowerby, 1834)"
4689,Paratrophon cheesemani,"(F.W. Hutton, 1882)"
4691,Paratrophon patens,"(J.B. Hombron & C.H. Jacquinot, 1854)"
4692,Paratrophon quoyi,"(L.A. Reeve, 1846)"
4695,Parviterebra separanda,"J.R. le B. Tomlin, 1923"
4696,Patella aspera,"P.F. Röding, 1798"
4697,Patella caerulea,"C. Linnaeus, 1758"
4699,Patella depressa,"T. Pennant, 1777"
4700,Patella intermedia,"Murray in E.B. Knapp, 1857"
4701,Patella lusitanica,"J.F. Gmelin, 1791"
4704,Patella perplexa,"H.A. Pilsbry, 1891"
4705,Patella pica,"L.A. Reeve, 1854"
4706,Patella rustica,"C. Linnaeus, 1758"
4707,Patella vulgata,"C. Linnaeus, 1758"
4709,Patelloida alticostata,"T. Iredale, 1924"
4710,Notoacmea conoidea,"(Quoy & Gaimard, 1834)"
4711,Patelloida corticata,"(F.W. Hutton, 1880)"
4712,Patelloida latistrigata,"(G.F. Angas, 1865)"
4713,Patelloida profunda,"(G.P. Deshayes, 1863)"
4714,Patelloida saccharina,"(C. Linnaeus, 1758)"
4715,Lottia subrugosa,"(d'Orbigny, 1846)"
4717,Pecten albicans,"J.S. Schröter, 1802"
4718,Pecten laqueatus,"G.B. II Sowerby, 1842"
4719,Pecten leopardus,"L.A. Reeve, 1853"
4721,Pecten medius,"J.B.P.A. Lamarck, 1819"
4722,Pecten meridionalis,"R. Tate, 1887"
4723,Pecten novaezelandiae,"L.A. Reeve, 1852"
4724,Pecten raveneli,"(W.H. Dall, 1898)"
4728,Pecten sulcicostatus,"G.B. II Sowerby, 1842"
4732,Pedinogyra hayii,"(E. Griffith & E. Pidgeon, 1833)"
4733,Pedipes mirabilis,"(J.K. Megerle Von Mühlfeld, 1816)"
4735,Penion dilatatus,"(J.R.C. Quoy & J.P. Gaimard, 1833)"
4736,Penion maximus,"(G.W. Tryon, 1881)"
4737,Penitella penita,"(Conrad, 1837)"
4738,Periglypta clathrata,"G.P. Deshayes, 1854"
4739,Periglypta fischeri,"C.A. Récluz, 1852"
4740,Periglypta puerpera,"(Linnaeus, 1771)"
4741,Periglypta reticulata,"(Linnaeus, 1758)"
4743,Periploma angasi,"J.C.H. Crosse & P.H. Fischer, 1864"
4744,Peristernia australiensis,"(L.A. Reeve, 1847)"
4745,Peristernia castanoleuca,"C.M. Tapparone-Canefri, 1879"
4746,Peristernia chlorostoma,"(G.B. I Sowerby, 1825)"
4747,Peristernia forskalii,"(C.M. Tapparone-Canefri, 1875)"
4748,Peristernia fuscotincta,"(G.B. III Sowerby, 1886)"
4749,Peristernia incarnata,"M.A. Snyder, 2000"
4751,Peristernia nassatula,"(J.B.P.A. Lamarck, 1822)"
4752,Peristernia striata,"(W.H. Pease, 1868)"
4753,Perna canaliculus,"(J.F. Gmelin, 1791)"
4755,Perna perna,"(Linnaeus, 1758)"
4756,Perna viridis,"(C. Linnaeus, 1758)"
4758,Persicula cingulata,"(L.W. Dillwyn, 1817)"
4761,Persicula lucida,"F.P. Marrat, 1877"
4763,Persicula shepstonensis,"(E.A. Smith, 1906)"
4766,Petricola bicolor,"G.B. II Sowerby, 1854"
4768,Petricola ponsonbyi,"G.B. III Sowerby, 1892"
4771,Phalium areola,"Linnaeus, 1758"
4772,Phalium bandatum,"Perry, 1811"
4774,Phalium bisulcatum,"G.H. Schubert & J.A. Wagner, 1829"
4775,Phalium cicatricosum,"J.F. Gmelin, 1791 †"
4776,Phalium craticulatum,"F.M. Euthyme, 1885"
4777,Phalium decussatum,"(C. Linnaeus, 1758)"
4780,Phalium glaucum,"(C. Linnaeus, 1758)"
4781,Phalium granulatum,"I. von Born, 1778"
4782,Phalium labiatum,"G. Perry, 1811"
4784,Phalium pyrum,"J.B.P.A. Lamarck, 1822"
4785,Phalium saburon,"J.G. Bruguière, 1792"
4786,Phalium semigranosum,"J.B.P.A. Lamarck, 1822"
4787,Phalium undulatum,"Gmelin, 1791"
4788,Pharella acuminata,"(S.C.T. Hanley, 1842)"
4789,Pharus legumen,"(C. Linnaeus, 1758)"
4790,Phasianella australis,"Lamarck, 1822"
4793,Phasianella rubens,"J.B.P.A. Lamarck, 1822"
4794,Phasianella solida,"(I. von Born, 1778)"
4795,Phasianella ventricosa,"Swainson, 1822"
4798,Phenacovolva aurantia,"(G.B. III Sowerby, 1889)"
4800,Phenacovolva brevirostris,"(H.C.F. Schumacher, 1817)"
4802,Phenacovolva labroguttata,"F.A. Schilder, 1969"
4803,Phenacovolva longirostrata,"(G.B. II Sowerby, 1829)"
4804,Phenacovolva rosea,"(A. Adams, 1854)"
4805,Phenacovolva zuidafrikaana,"(C.N. Cate, 1975)"
4806,Phenatoma rosea,"(J.R.C. Quoy & J.P. Gaimard, 1833)"
4808,Philine aperta,"(C. Linnaeus, 1767)"
4809,Philippia layardi,"A. Adams, 1854"
4810,Philippia lutea,"(J.B.P.A. Lamarck, 1822)"
4811,Philippia radiata,"P.F. Röding, 1798"
4813,Philobrya smithi,"K.H. Barnard, 1964"
4814,Pholas dactylus,"C. Linnaeus, 1758"
4815,Phos crassus,"R.B. Hinds, 1843"
4817,Phos nodicostatus,"A. Adams, 1851"
4820,Phos senticosus,"Linnaeus, 1758"
4821,Antillophos veraguensis,"(Hinds, 1843)"
4829,Pila ampullacea,"(C. Linnaeus, 1758)"
4835,Pila ovata,"G.A. Olivier, 1804"
4839,Pinaxia coronata,"A. Adams, 1853"
4840,Pinaxia versicolor,"(J.E. Gray, 1839)"
4841,Pinctada capensis,"(G.B. III Sowerby, 1890)"
4842,Pinctada imbricata,"Roeding, 1798 †"
4843,Pinctada margaritifera,"(C. Linnaeus, 1798)"
4844,Pinctada nigra,"(A.A. Gould, 1850)"
4845,Pinna bicolor,"J.F. Gmelin, 1791"
4846,Pinna carnea,"Gmelin, 1791"
4847,Pinna muricata,"Linnaeus, 1758"
4849,Pisania fasciculata,"(L.A. Reeve, 1846)"
4850,Pisania ferrea,"L.A. Reeve, 1847"
4851,Pisania maculosa,"J.B.P.A. Lamarck, 1822"
4852,Pisania pusio,"(C. Linnaeus, 1758)"
4853,Pisania tinctus,"T.A. Conrad, 1846"
4854,Pisania tritonoides,"(L.A. Reeve, 1846)"
4856,Pitar fulminatus,"(K.T. Menke, 1828)"
4858,Pitar lupanaria,"R.P. Lesson, 1831"
4859,Pitar madecassinus,"E. Fischer-Piette & D. Delmas, 1967"
4860,Pitar manillae,"G.B. II Sowerby, 1851"
4861,Pitar obliquata,"P.G. Oliver & al., 2004"
4862,Pitar rostratus,"(R.A. Philippi, 1844)"
4864,Placamen placidum,"(R.A. Philippi, 1844)"
4865,Placamen tiara,"L.W. Dillwyn, 1817"
4866,Placopecten magellanicus,"Gmelin, 1791"
4867,Placostylus ambagiosus,"H.H. Suter, 1906"
4868,Placostylus caledonicus,"S.A.A. Petit De La Saussaye, 1845"
4870,Placostylus fibratus,"T. Martyn, 1784"
4871,Placostylus founaki,"J.B. Hombron & C.H. Jacquinot, 1854"
4872,Placostylus guppyi,"E.A. Smith, 1891"
4873,Placostylus hongii,"R.P. Lesson, 1830"
4874,Placostylus mariei,"J.C.H. Crosse & P.H. Fischer, 1867"
4875,Placuna orbicularis,"Philipsson, 1788"
4876,Placuna placenta,"Linnaeus, 1758"
4877,Placuna sella,"J.F. Gmelin, 1791"
4881,Planaxis lineolatus,"A.A. Gould, 1849"
4883,Planaxis nucleus,"J.G. Bruguière, 1789"
4884,Planaxis obsoletus,"K.T. Menke, 1851"
4885,Planaxis planicostatus,"G.B. I Sowerby, 1825"
4886,Planaxis sulcatus,"Born, 1780"
4887,Planorbula jenksii,P.P. Carpenter
4888,Plebidonax deltoides,"(Lamarck, 1818)"
4889,Plethobasus cyphyus,"(C.S. Rafinesque, 1820)"
4890,Pleurobema cordatum,"C.S. Rafinesque, 1820"
4891,Pleurobranchus nigropunctatus,"L.S.R. Bergh, 1907"
4892,Pleurobranchus peronii,"G.L.C.F.D. Cuvier, 1804"
4894,Pleuroploca gigantea,"L.C. Kiener, 1840"
4895,Pleuroploca trapezium,"(Linnaeus, 1758)"
4896,Plicatula gibbosa,"Lamarck, 1801"
4897,Plicatula plicata,"(C. Linnaeus, 1767)"
4898,Plicatula squamosissima,"E.A. Smith, 1899"
4899,Plicopurpura patula,"(C. Linnaeus, 1758)"
4902,Poirieria zelandica,"(J.R.C. Quoy & J.P. Gaimard, 1833)"
4903,Polinices alba,"J.E. Gray, 1827"
4904,Polinices albumen,"Linnaeus, 1758"
4905,Polinices bifasciatus,"Griffith, 1834"
4907,Polinices conicus,"J.B.P.A. Lamarck, 1822"
4908,Polinices didyma,"P.F. Röding, 1798"
4910,Polinices flemingianus,"Récluz, 1844"
4911,Polinices immaculatus,"(J.G. Totten, 1835)"
4912,Polinices incei,"R.A. Philippi, 1853"
4913,Polinices lacteus,"Guilding, 1834"
4915,Polinices melanostoma,"J.F. Gmelin, 1791"
4916,Polinices mellosus,"(C. Hedley, 1924)"
4919,Polinices otis,"Broderip & Sowerby, 1829"
4921,Polinices powisianus,"C.A. Récluz, 1844"
4922,Polinices pyriformis,"C.A. Récluz, 1844"
4923,Polinices recluzianus,"G.P. Deshayes, 1839"
4924,Polinices sagamiensis,"H.A. Pilsbry, 1904"
4926,Polinices sebae,"C.A. Récluz, 1844"
4927,Polinices simiae,"G.P. Deshayes, 1838"
4929,Polinices sordidus,"W.J. Swainson, 1821"
4930,Polinices tumidus,"W.J. Swainson, 1840"
4931,Polinices uber,"(Valenciennes, 1832)"
4932,Polycera capensis,"J.R.C. Quoy & J.P. Gaimard, 1824"
4938,Polymita muscarum,"H.C. Lea, 1834"
4939,Polymita picta,"I. von Born, 1778"
4940,Polymita versicolor,"I. von Born, 1778"
4941,Polystira albida,"(G. Perry, 1811)"
4943,Powelliphanta gilliesi,"E.A. Smith, 1880"
4944,Powelliphanta hochstetteri,"L. Pfeiffer, 1862"
4945,Powelliphanta lignaria,"F.W. Hutton, 1888"
4946,Powelliphanta rossiana,"(A.W.B. Powell, 1938)"
4947,Powelliphanta superba,"(A.W.B. Powell, 1930)"
4948,Powelliphanta traversi,"A.W.B. Powell, 1930"
4949,Prestonella bowkeri,"(G.B. I Sowerby, 1890)"
4950,Prestonella nuptialis,"(J.C. Melvill & J.H. Ponsonby, 1894)"
4951,Primovula beckeri,"(G.B. III Sowerby, 1900)"
4954,Primovula singularis,"C.N. Cate, 1973"
4955,Prodotia marmorata,Reeve
4957,Prosimnia semperi,"(H.C. Weinkauff, 1881)"
4958,Proterato sulcifera,"J.E. Gray in G.B. II Sowerby, 1832"
4961,Protothaca columbiensis,"Sowerby, 1835"
4962,Protothaca crassicosta,"(G.P. Deshayes, 1835)"
4963,Protothaca grata,"(T. Say, 1831)"
4964,Protothaca jedoensis,"C.E. Lischke, 1874"
4965,Prunum apicinum,"Menke, 1828"
4966,Prunum carneum,"(D.H. Storer, 1837)"
4967,Prunum guttatum,"(L.W. Dillwyn, 1817)"
4968,Prunum hartleyanum,"(J.S. Schwengel, 1941)"
4969,Prunum limatulum,"Conrad, 1834 †"
4974,Pseudochama cristella,"(J.B.P.A. Lamarck, 1819)"
4975,Pseudochama exogyra,"Conrad, 1837"
4976,Pseudolatirus clausicaudatus,"R.B. Hinds, 1844"
4978,Pseudomelatoma torosa,"(P.P. Carpenter, 1864)"
4979,Pseudominolia splendens,"(G.B. III Sowerby, 1897)"
4981,Pseudopeas burnupi,"(Connolly, 1919)"
4984,Pseudostomatella papyracea,"Gmelin, 1791"
4985,Psilaxis radiatus,"(P.F. Röding, 1798)"
4986,Psittacodrillia albonodulosa,"(E.A. Smith, 1904)"
4987,Psittacodrillia bairstowi,"(G.B. III Sowerby, 1886)"
4988,Psittacodrillia diversa,"(E.A. Smith, 1882)"
4990,Pteria colymbus,"(P.F. Röding, 1798)"
4991,Pteria lata,"Gray, 1845"
4992,Pteria tortirostris,"(R.W. Dunker, 1849)"
4994,Pteropurpura festiva,"(R.B. Hinds, 1844)"
4995,Pteropurpura graagae,"(G.S. Coen, 1943)"
4996,Pteropurpura incurvispina,"R.N. Kilburn, 1970"
4997,Pteropurpura trialata,"(G.B. II Sowerby, 1834)"
4998,Pteropurpura uncinaria,"(J.B.P.A. Lamarck, 1822)"
4999,Pterygia dactylus,"(C. Linnaeus, 1767)"
5000,Pterygia nucea,"(J.F. Gmelin, 1791)"
5001,Pterygia scabricula,"(C. Linnaeus, 1767)"
5002,Pterygia sinensis,"(L.A. Reeve, 1844)"
5004,Pterynotus pinnatus,"W.J. Swainson, 1822"
5005,Pterynotus triformis,"(L.A. Reeve, 1845)"
5008,Ptychobela opisthochetos,"R.N. Kilburn, 1989"
5010,Pugilina morio,"(C. Linnaeus, 1758)"
5011,Pulsarella fultoni,"(G.B. III Sowerby, 1888)"
5012,Rimulanax aethiopica,"E.C. Von Martens, 1902"
5013,Pupa affinis,"(A. Adams, 1855)"
5014,Pupa alveola,"(S.M. Souverbie, 1863)"
5016,Pupa nitidula,"Lamarck, 1816"
5017,Pupa solidula,"(C. Linnaeus, 1758)"
5018,Pupa sulcata,"Gmelin, 1791"
5020,Puperita pupa,"(C. Linnaeus, 1767)"
5022,Pupilla fontana,"(C.F.F. von Krauss, 1841)"
5024,Pupillaea aperta,"(G.B. Sowerby I, 1825)"
5025,Pupisoma harpula,"O.W.H. Reinhardt, 1886"
5026,Pupisoma orcula,"W.H. Benson, 1850"
5027,Pupoides albilabris,"C.B. Adams, 1841"
5028,Pupoides marginatus,"H.A. Pilsbry & E.G. Vanatta, 1900"
5031,Purpura bufo,"Lamarck, 1822"
5034,Purpura panama,"(P.F. Röding, 1798)"
5036,Purpura persica,"(C. Linnaeus, 1758)"
5037,Purpura rudolphi,"J.H. Chemnitz, 1788"
5038,Purpuradusta fimbriata,"J.C. Melvill, 1888"
5044,Pusia zebrina,"A. Garrett, 1873"
5045,Pusionella rapulum,"G.W. Tryon, 1884"
5047,Pustularia globulus,"(C. Linnaeus, 1758)"
5048,Pustularia margarita,"(L.W. Dillwyn, 1817)"
5051,Pyramidella acus,"Gmelin, 1791"
5054,Pyramidella dolabrata,"(C. Linnaeus, 1758)"
5055,Pyramidella maculosa,"J.B.P.A. Lamarck, 1822"
5056,Pyramidella ornata,"A.A. Gould, 1861"
5057,Pyramidella sulcata,"Adams, 1855 †"
5058,Pyramidella terebellum,"O.F. Müller, 1774"
5060,Pyrazus ebeninus,"Bruguière, 1792 †"
5061,Pyrene albuginosa,"L.A. Reeve, 1859"
5065,Pyrene atrata,"A.A. Gould, 1860"
5066,Pyrene bella,"L.A. Reeve, 1859"
5070,Pyrene flava,"(J.G. Bruguière, 1789)"
5071,Pyrene floccata,"L.A. Reeve, 1859"
5075,Pyrene langleyi,"G.B. III Sowerby, 1897"
5076,Pyrene lightfooti,"E.A. Smith, 1901"
5080,Pyrene moleculina,"P.L. Duclos, 1840"
5082,Pyrene natalensis,"J.R. le B. Tomlin, 1926"
5083,Pyrene obtusa,"(G.B. I Sowerby, 1832)"
5084,Pyrene punctata,"(J.G. Bruguière, 1789)"
5092,Pyrene testudinaria,"J.H.F. Link, 1807"
5093,Pyrene varians,"G.B. I Sowerby, 1832"
5096,Pythia pollex,R.B. Hinds
5097,Pythia reeveana,"L. Pfeiffer, 1853"
5098,Pythia savaiensis,"(A. Mousson, 1869)"
5099,Pythia scarabaeus,"C. Linnaeus, 1758"
5101,Pythina mactroides,"S.C.T. Hanley, 1857"
5104,Quadrula nodulata,"C.S. Rafinesque, 1820"
5105,Quadrula pustulosa,"I. Lea, 1831"
5106,Quadrula quadrula,"C.S. Rafinesque, 1820"
5107,Quadrula rumphiana,"I. Lea, 1852"
5111,Ranella olearium,"(Linnaeus, 1758)"
5112,Rangia cuneata,"Sowerby, 1831"
5114,Ranularia muricina,"P.F. Röding, 1798"
5115,Rapa bulbiformis,"G.B. III Sowerby, 1870"
5116,Rapana bezoar,"(C. Linnaeus, 1767)"
5117,Rapana bulbosa,"Solander, 1817"
5118,Rapana rapiformis,"(I. von Born, 1778)"
5120,Recluzia jehennei,"S.A.A. Petit De La Saussaye, 1853"
5121,Resania lanceolata,"J.E. Gray, 1853"
5122,Retusa constricta,"R.A. Philippi, 1836"
5123,Retusa truncatula,"(Bruguiere, 1792) †"
5125,Rhinoclavis alexandri,"(J.R. le B. Tomlin, 1923)"
5126,Rhinoclavis articulata,"N.H. Odhner, 1917"
5127,Rhinoclavis asper,"P. Forsskål, 1775"
5128,Rhinoclavis aspera,"Linnaeus, 1758"
5129,Rhinoclavis bituberculata,"(G.B. II Sowerby, 1855)"
5131,Rhinoclavis fasciata,"(Bruguiere, 1792) †"
5132,Rhinoclavis kochi,"R.A. Philippi, 1848"
5134,Rhinoclavis lineatum,"J.B.P.A. Lamarck, 1822"
5136,Rhinoclavis obeliscus,"J.G. Bruguière, 1792"
5138,Rhinoclavis sinensis,"(J.F. Gmelin, 1791)"
5140,Rhinoclavis vertagus,"Linnaeus, 1758"
5143,Rictaxis albus,"(G.B. III Sowerby, 1874)"
5144,Ringicula auriculata,"Morlet, 1954 †"
5145,Ringicula turtoni,"P. Bartsch, 1915"
5146,Rissoina albanyana,"W.H. Turton, 1932"
5148,Rissoina calia,"P. Bartsch, 1915"
5149,Rissoina crassa,"G.F. Angas, 1871"
5150,Rissoina durbanensis,"E.A. Smith, 1906"
5152,Rissoina shepstonensis,"E.A. Smith, 1906"
5154,Rissoina variegata,"G.F. Angas, 1867"
5156,Rumina decollata,"C. Linnaeus, 1758"
5158,Saccostrea cucullata,"(I. von Born, 1778)"
5159,Salinator solida,"E.C. Von Martens, 1878"
5163,Satsuma myomphala,"E.C. Von Martens, 1865"
5165,Swainsonia newcombii,"(W.H. Pease, 1869)"
5166,Scalptia crossei,"(C.G. Semper, 1861)"
5167,Scalptia foveolata,"(G.B. II Sowerby, 1849)"
5168,Scaphella junonia,"(J.B.P.A. Lamarck, 1804)"
5169,Schwartziella leucophanes,"(J.R. le B. Tomlin, 1931)"
5170,Scissodesma spengleri,"(C. Linnaeus, 1767)"
5171,Scissurella jucunda,"E.A. Smith, 1890"
5172,Scutellastra aphanes,"(G.C. Robson, 1986)"
5173,Scutellastra argenvillei,"(Krauss, 1848)"
5174,Scutellastra barbara,"(C. Linnaeus, 1758)"
5175,Scutellastra cochlear,"(Born, 1778)"
5176,Scutellastra granularis,"(C. Linnaeus, 1758)"
5177,Scutellastra longicosta,"(J.B.P.A. Lamarck, 1819)"
5180,Scutellastra obtecta,"(C.F.F. von Krauss, 1848)"
5182,Scutellastra tabularis,"(Krauss, 1848)"
5183,Scutus anatinus,"(E. Donovan, 1820)"
5184,Scutus antipodes,"Monfort, 1810"
5185,Scutus breviculus,"(H.M.D. de Blainville, 1817)"
5186,Scutus granulatus,"H.M.D. de Blainville, 1817"
5187,Scutus olunguis,"T. Iredale, 1940"
5188,Scutus unguis,"Linnaeus, 1758"
5190,Searlesia dira,"L.A. Reeve, 1846"
5191,Seila africana,"P. Bartsch, 1915"
5192,Seila alfredensis,"P. Bartsch, 1915"
5193,Seila lirata,"G.B. III Sowerby, 1897"
5196,Semele bellastriata,"Conrad, 1837"
5197,Semele cordiformis,"(H.S. Holton, 1802)"
5198,Semele proficua,"Pulteney, 1799"
5199,Semiricinula tissoti,"(S.A.A. Petit De La Saussaye, 1852)"
5200,Sepia officinalis,"C. Linnaeus, 1758"
5201,Sepia tuberculata,"J.B.P.A. Lamarck, 1798"
5202,Sepiella cyanea,"C.W. Robson, 1924"
5203,Septifer bilocularis,"(C. Linnaeus, 1758)"
5204,Septifer excisus,"Weigmann, 1837"
5207,Sheldonella lateralis,"L.A. Reeve, 1844"
5209,Kerkophorus ampliatus,"(M & P, 1899)"
5211,Kerkophorus bicolor,"Godwin-Austin, 1914"
5213,Kerkophorus cingulatus,"(M & P, 1890)"
5214,Kerkophorus corneus,"(Pfeiffer, 1846)"
5215,Sheldonia cotyledonis,"W.H. Benson, 1850"
5219,Sheldonia hudsoniae,"(Benson, 1864)"
5227,Kerkophorus perlevis,"(Preston, 1912)"
5229,Kerkophorus poeppigii,"(Pfeiffer, 1846)"
5230,Kerkophorus puzeyi,"Connolly, 1939"
5231,Kerkophorus russofulgens,"(M & P, 1909)"
5234,Kerkophorus vitalis,"(M & P, 1908)"
5236,Kerkophorus zonamydrus,"(M & P, 1890)"
5237,Sigapatella calyptraeformis,"(J.B.P.A. Lamarck, 1822)"
5238,Sigapatella novaezelandiae,"(R.P. Lesson, 1831)"
5239,Siliqua costata,"(T. Say, 1822)"
5240,Siliqua patula,"Dixon, 1789"
5247,Sinum concavum,"Lamarck, 1822"
5248,Sinum delesserti,"(C.A. Récluz in J.C. Chenu, 1843)"
5249,Sinum javanicum,"(J.E. Gray, 1834)"
5250,Sinum perspectivum,"Say, 1831"
5251,Sinum planatum,"C.A. Récluz, 1843"
5252,Sinum planulatum,"(C.A. Récluz, 1843)"
5253,Sinum zonale,"(J.R.C. Quoy & J.P. Gaimard, 1832)"
